Age,Gender,Mood,Stress,SleepQuality,Anxiety,FavGenre,Language,Activity,RecommendedPlaylist
33,Female,Anxiety,5,Good,4,Classical,Kannada,Exercise,playlist_5
62,Prefer not to say,Tired,10,Good,1,Classical,Tamil,Sleeping,playlist_2
30,Other,Anxiety,4,Fair,5,Pop,English,Studying,playlist_1
17,Female,Anxiety,2,Poor,9,Classical,Hindi,Studying,playlist_1
34,Female,Tired,4,Good,3,Instrumental,Malayalam,Exercise,playlist_5
38,Male,Happy,8,Good,5,Instrumental,Kannada,Relaxation,playlist_1
68,Female,Anxiety,5,Poor,3,Pop,Other,Relaxation,playlist_3
70,Male,Anxiety,5,Poor,3,Nature Sounds,Spanish,Relaxation,playlist_3
47,Female,Angry,10,Good,1,Nature Sounds,Telugu,Studying,playlist_1
38,Prefer not to say,Tired,3,Poor,2,Instrumental,Tamil,Studying,playlist_1
66,Female,Sad,8,Good,2,Nature Sounds,Malayalam,Meditation,playlist_2
25,Female,Happy,6,Fair,9,Nature Sounds,English,Meditation,playlist_3
63,Female,Happy,2,Poor,7,Pop,Tamil,Sleeping,playlist_1
22,Other,Tired,2,Good,8,Classical,Other,Sleeping,playlist_5
50,Male,Angry,9,Poor,2,Classical,Kannada,Meditation,playlist_4
52,Female,Angry,7,Poor,9,Nature Sounds,Other,Studying,playlist_1
54,Male,Tired,10,Good,3,Lo-fi,Tamil,Exercise,playlist_5
34,Female,Angry,9,Fair,10,Pop,Other,Meditation,playlist_3
49,Male,Happy,6,Good,2,Nature Sounds,English,Studying,playlist_1
62,Male,Happy,5,Poor,1,Lo-fi,Kannada,Meditation,playlist_1
39,Female,Sad,1,Good,9,Lo-fi,Telugu,Relaxation,playlist_2
49,Male,Tired,6,Poor,8,Pop,English,Meditation,playlist_3
39,Male,Anxiety,6,Good,4,Classical,Tamil,Relaxation,playlist_3
43,Female,Anxiety,3,Fair,7,Instrumental,English,Studying,playlist_1
32,Female,Sad,3,Fair,3,Lo-fi,Other,Relaxation,playlist_2
60,Male,Sad,3,Fair,3,Instrumental,Other,Meditation,playlist_2
32,Female,Angry,3,Fair,4,Instrumental,Other,Relaxation,playlist_4
16,Female,Sad,7,Good,2,Pop,Kannada,Exercise,playlist_2
68,Female,Sad,10,Fair,10,Classical,Tamil,Relaxation,playlist_2
49,Female,Anxiety,2,Good,4,Pop,Telugu,Relaxation,playlist_3
30,Male,Angry,10,Poor,10,Lo-fi,Spanish,Sleeping,playlist_2
55,Male,Sad,10,Poor,3,Classical,Spanish,Exercise,playlist_2
50,Male,Sad,2,Poor,8,Nature Sounds,Malayalam,Studying,playlist_1
47,Male,Angry,3,Fair,2,Classical,Hindi,Relaxation,playlist_4
18,Male,Tired,10,Fair,9,Pop,Telugu,Exercise,playlist_5
47,Male,Angry,7,Fair,3,Pop,English,Studying,playlist_1
28,Female,Anxiety,3,Poor,4,Instrumental,Hindi,Exercise,playlist_5
35,Female,Tired,7,Poor,10,Nature Sounds,Malayalam,Sleeping,playlist_2
62,Other,Happy,9,Poor,10,Classical,Malayalam,Studying,playlist_1
34,Male,Angry,10,Poor,3,Nature Sounds,Other,Studying,playlist_1
70,Male,Anxiety,4,Good,3,Instrumental,Kannada,Relaxation,playlist_3
22,Female,Tired,7,Good,8,Nature Sounds,Malayalam,Meditation,playlist_3
21,Male,Angry,9,Fair,8,Nature Sounds,Spanish,Studying,playlist_1
17,Female,Sad,8,Fair,6,Classical,Tamil,Studying,playlist_1
31,Female,Angry,8,Poor,4,Nature Sounds,Other,Sleeping,playlist_2
47,Female,Happy,9,Good,1,Instrumental,Tamil,Sleeping,playlist_2
62,Male,Angry,5,Good,4,Lo-fi,Kannada,Sleeping,playlist_4
26,Male,Tired,5,Fair,8,Lo-fi,Malayalam,Relaxation,playlist_5
73,Male,Tired,3,Good,6,Pop,English,Studying,playlist_1
65,Male,Angry,5,Fair,2,Lo-fi,Telugu,Sleeping,playlist_4
36,Male,Tired,8,Poor,3,Classical,Other,Sleeping,playlist_2
69,Female,Sad,5,Poor,7,Pop,Spanish,Exercise,playlist_5
36,Male,Angry,4,Fair,4,Lo-fi,Hindi,Exercise,playlist_5
60,Female,Sad,8,Poor,4,Lo-fi,Kannada,Sleeping,playlist_2
44,Male,Sad,7,Poor,5,Pop,Other,Relaxation,playlist_2
52,Male,Anxiety,6,Good,8,Classical,Malayalam,Meditation,playlist_3
52,Male,Angry,5,Good,7,Pop,English,Exercise,playlist_5
59,Male,Tired,5,Good,9,Classical,Other,Exercise,playlist_5
65,Male,Sad,10,Good,5,Classical,English,Studying,playlist_1
68,Male,Anxiety,2,Good,1,Instrumental,Hindi,Studying,playlist_1
22,Male,Angry,4,Fair,4,Lo-fi,Other,Sleeping,playlist_4
41,Male,Angry,8,Fair,6,Lo-fi,Kannada,Studying,playlist_1
41,Female,Happy,8,Good,6,Nature Sounds,Telugu,Studying,playlist_1
48,Female,Happy,1,Poor,9,Pop,Spanish,Meditation,playlist_3
35,Male,Sad,2,Poor,10,Instrumental,Telugu,Relaxation,playlist_2
44,Male,Happy,5,Fair,5,Lo-fi,Kannada,Sleeping,playlist_1
47,Female,Sad,9,Fair,5,Nature Sounds,Tamil,Meditation,playlist_2
42,Female,Tired,10,Fair,6,Instrumental,Spanish,Sleeping,playlist_2
61,Prefer not to say,Sad,7,Poor,6,Classical,Malayalam,Relaxation,playlist_2
47,Male,Happy,10,Fair,3,Lo-fi,Telugu,Sleeping,playlist_2
19,Male,Tired,5,Poor,6,Pop,Tamil,Studying,playlist_1
74,Female,Happy,1,Fair,8,Instrumental,Kannada,Relaxation,playlist_1
62,Female,Sad,6,Poor,6,Nature Sounds,Malayalam,Meditation,playlist_2
33,Male,Anxiety,8,Fair,5,Pop,English,Meditation,playlist_3
18,Female,Angry,7,Fair,3,Classical,Kannada,Exercise,playlist_4
49,Male,Happy,2,Poor,1,Pop,English,Meditation,playlist_1
63,Male,Sad,5,Fair,5,Nature Sounds,Other,Exercise,playlist_5
31,Female,Tired,4,Good,6,Classical,Kannada,Studying,playlist_1
58,Male,Happy,9,Poor,6,Nature Sounds,Spanish,Meditation,playlist_1
42,Female,Happy,10,Fair,6,Lo-fi,Tamil,Relaxation,playlist_1
44,Female,Angry,1,Poor,3,Nature Sounds,Malayalam,Exercise,playlist_5
43,Female,Sad,6,Fair,4,Pop,Tamil,Meditation,playlist_2
60,Male,Anxiety,3,Good,3,Lo-fi,Malayalam,Studying,playlist_1
67,Male,Tired,9,Fair,2,Lo-fi,Spanish,Relaxation,playlist_5
20,Male,Sad,5,Fair,8,Instrumental,Kannada,Relaxation,playlist_2
49,Female,Tired,6,Good,7,Pop,English,Studying,playlist_1
74,Female,Happy,9,Poor,8,Pop,Kannada,Meditation,playlist_3
55,Male,Angry,9,Fair,6,Classical,English,Sleeping,playlist_2
51,Female,Angry,8,Fair,7,Nature Sounds,Tamil,Meditation,playlist_3
38,Female,Anxiety,9,Good,1,Nature Sounds,Hindi,Exercise,playlist_3
43,Male,Angry,4,Poor,10,Pop,Telugu,Exercise,playlist_5
63,Female,Happy,6,Poor,5,Nature Sounds,Tamil,Meditation,playlist_1
60,Male,Anxiety,5,Good,4,Pop,Kannada,Exercise,playlist_5
67,Female,Sad,5,Good,10,Lo-fi,Kannada,Sleeping,playlist_2
45,Female,Angry,4,Fair,3,Nature Sounds,English,Sleeping,playlist_4
49,Male,Anxiety,2,Good,2,Nature Sounds,Telugu,Relaxation,playlist_3
74,Female,Happy,6,Good,9,Pop,Malayalam,Exercise,playlist_1
47,Female,Tired,9,Good,8,Pop,Tamil,Meditation,playlist_3
66,Male,Tired,1,Poor,10,Classical,Spanish,Relaxation,playlist_5
35,Female,Happy,7,Good,2,Nature Sounds,Telugu,Sleeping,playlist_2
46,Male,Happy,6,Fair,6,Instrumental,Other,Relaxation,playlist_1
37,Female,Tired,3,Fair,3,Pop,Telugu,Studying,playlist_1
47,Other,Anxiety,1,Fair,3,Instrumental,Tamil,Exercise,playlist_5
17,Female,Tired,4,Good,5,Lo-fi,English,Meditation,playlist_5
32,Male,Happy,9,Poor,7,Lo-fi,Malayalam,Sleeping,playlist_2
39,Male,Angry,2,Good,7,Instrumental,English,Relaxation,playlist_4
56,Male,Sad,3,Good,10,Lo-fi,Spanish,Meditation,playlist_3
45,Female,Angry,2,Fair,1,Instrumental,English,Exercise,playlist_5
68,Female,Angry,2,Good,7,Classical,Hindi,Meditation,playlist_3
72,Male,Happy,10,Poor,7,Classical,Telugu,Exercise,playlist_1
17,Other,Tired,8,Fair,6,Lo-fi,Hindi,Exercise,playlist_5
54,Male,Anxiety,3,Poor,6,Instrumental,English,Exercise,playlist_5
60,Female,Angry,7,Poor,2,Instrumental,Malayalam,Relaxation,playlist_4
38,Female,Tired,8,Poor,3,Instrumental,Tamil,Exercise,playlist_5
64,Female,Anxiety,3,Good,3,Lo-fi,Telugu,Meditation,playlist_3
46,Female,Angry,2,Good,3,Instrumental,Tamil,Studying,playlist_1
61,Male,Anxiety,8,Good,2,Pop,Kannada,Meditation,playlist_3
36,Other,Tired,3,Good,9,Instrumental,Telugu,Relaxation,playlist_5
37,Female,Sad,7,Fair,6,Pop,Tamil,Exercise,playlist_2
16,Female,Tired,1,Good,2,Classical,English,Studying,playlist_1
41,Female,Happy,6,Fair,3,Pop,Hindi,Relaxation,playlist_1
56,Male,Anxiety,9,Poor,10,Classical,Tamil,Sleeping,playlist_2
16,Female,Sad,3,Fair,6,Lo-fi,Spanish,Sleeping,playlist_2
40,Female,Anxiety,7,Good,4,Classical,Malayalam,Sleeping,playlist_2
31,Female,Anxiety,6,Fair,7,Classical,Other,Studying,playlist_1
54,Female,Angry,8,Good,6,Instrumental,Kannada,Meditation,playlist_4
47,Female,Happy,3,Good,6,Nature Sounds,English,Studying,playlist_1
23,Male,Anxiety,3,Fair,3,Classical,Spanish,Studying,playlist_1
57,Female,Tired,4,Fair,8,Pop,Kannada,Studying,playlist_1
68,Male,Tired,3,Poor,9,Lo-fi,Malayalam,Sleeping,playlist_5
62,Female,Angry,9,Poor,6,Pop,Malayalam,Meditation,playlist_4
53,Male,Happy,4,Poor,2,Lo-fi,Hindi,Studying,playlist_1
43,Male,Happy,6,Poor,1,Pop,Other,Meditation,playlist_1
56,Male,Tired,8,Poor,3,Classical,Kannada,Exercise,playlist_5
69,Male,Sad,8,Fair,3,Nature Sounds,Malayalam,Studying,playlist_1
40,Male,Angry,5,Poor,8,Classical,Tamil,Studying,playlist_1
49,Female,Angry,5,Fair,5,Instrumental,Malayalam,Studying,playlist_1
64,Male,Tired,6,Poor,1,Pop,Malayalam,Exercise,playlist_5
39,Female,Tired,10,Good,4,Nature Sounds,Other,Exercise,playlist_5
38,Male,Sad,7,Poor,7,Pop,Tamil,Sleeping,playlist_2
27,Male,Sad,10,Good,5,Instrumental,English,Relaxation,playlist_2
74,Male,Happy,7,Fair,10,Instrumental,Hindi,Meditation,playlist_3
72,Male,Angry,4,Poor,6,Instrumental,Hindi,Relaxation,playlist_4
21,Male,Angry,6,Fair,10,Classical,Telugu,Studying,playlist_1
71,Prefer not to say,Tired,7,Poor,4,Classical,Spanish,Studying,playlist_1
50,Male,Happy,5,Fair,2,Nature Sounds,Telugu,Sleeping,playlist_1
59,Female,Angry,5,Poor,9,Instrumental,Tamil,Relaxation,playlist_4
34,Male,Happy,2,Poor,2,Classical,Malayalam,Studying,playlist_1
15,Female,Happy,7,Good,2,Lo-fi,Kannada,Relaxation,playlist_1
22,Male,Tired,6,Fair,2,Lo-fi,Malayalam,Sleeping,playlist_5
60,Other,Happy,1,Fair,1,Classical,Malayalam,Relaxation,playlist_1
30,Male,Sad,4,Fair,3,Nature Sounds,Kannada,Meditation,playlist_2
28,Male,Sad,3,Fair,6,Pop,English,Sleeping,playlist_2
26,Female,Anxiety,3,Fair,7,Instrumental,Hindi,Relaxation,playlist_3
65,Female,Tired,7,Good,1,Classical,Other,Studying,playlist_1
37,Male,Anxiety,10,Poor,5,Nature Sounds,Tamil,Exercise,playlist_3
29,Male,Sad,4,Good,5,Pop,Kannada,Exercise,playlist_5
42,Female,Anxiety,8,Fair,1,Nature Sounds,Other,Sleeping,playlist_2
48,Male,Tired,9,Fair,4,Pop,Telugu,Exercise,playlist_5
16,Female,Tired,3,Poor,10,Lo-fi,Tamil,Meditation,playlist_3
46,Female,Happy,5,Good,1,Pop,English,Sleeping,playlist_1
37,Female,Angry,4,Poor,1,Lo-fi,Tamil,Studying,playlist_1
36,Male,Happy,10,Poor,7,Instrumental,Kannada,Studying,playlist_1
65,Female,Tired,6,Good,7,Classical,Spanish,Sleeping,playlist_5
39,Male,Sad,10,Poor,3,Lo-fi,English,Exercise,playlist_2
72,Male,Sad,4,Good,7,Nature Sounds,Malayalam,Exercise,playlist_5
36,Female,Happy,8,Good,3,Pop,Telugu,Studying,playlist_1
72,Other,Tired,3,Fair,2,Nature Sounds,Telugu,Meditation,playlist_5
72,Male,Sad,5,Poor,10,Lo-fi,Kannada,Exercise,playlist_5
36,Male,Tired,1,Fair,4,Nature Sounds,English,Meditation,playlist_5
63,Female,Sad,6,Poor,10,Pop,Telugu,Exercise,playlist_2
66,Male,Tired,5,Poor,3,Classical,Other,Sleeping,playlist_5
56,Female,Anxiety,8,Fair,7,Nature Sounds,English,Relaxation,playlist_3
20,Prefer not to say,Tired,9,Fair,1,Instrumental,Tamil,Studying,playlist_1
29,Prefer not to say,Tired,8,Fair,6,Pop,Spanish,Sleeping,playlist_2
68,Male,Happy,8,Good,2,Pop,Hindi,Exercise,playlist_1
57,Female,Anxiety,3,Poor,8,Instrumental,Hindi,Studying,playlist_1
74,Other,Angry,4,Good,5,Lo-fi,Hindi,Relaxation,playlist_4
51,Male,Happy,4,Poor,3,Instrumental,Telugu,Relaxation,playlist_1
47,Female,Angry,5,Poor,10,Lo-fi,Kannada,Exercise,playlist_5
22,Male,Sad,9,Good,7,Classical,Hindi,Studying,playlist_1
67,Male,Angry,9,Good,2,Lo-fi,Malayalam,Exercise,playlist_4
74,Prefer not to say,Tired,10,Poor,5,Classical,Spanish,Relaxation,playlist_5
58,Female,Angry,1,Fair,8,Classical,Kannada,Sleeping,playlist_4
58,Male,Happy,8,Fair,1,Instrumental,Spanish,Sleeping,playlist_2
19,Female,Happy,1,Fair,1,Classical,Hindi,Meditation,playlist_1
53,Female,Angry,2,Fair,3,Lo-fi,Other,Relaxation,playlist_4
18,Female,Happy,7,Poor,3,Nature Sounds,Tamil,Relaxation,playlist_1
20,Male,Happy,8,Fair,7,Pop,Other,Exercise,playlist_1
59,Male,Angry,1,Fair,6,Pop,Other,Meditation,playlist_4
46,Male,Anxiety,3,Fair,7,Lo-fi,Spanish,Meditation,playlist_3
66,Female,Anxiety,7,Poor,4,Nature Sounds,Hindi,Studying,playlist_1
44,Male,Sad,9,Good,2,Classical,Other,Exercise,playlist_2
61,Male,Happy,8,Fair,2,Lo-fi,Kannada,Sleeping,playlist_2
49,Prefer not to say,Angry,8,Poor,10,Classical,Telugu,Studying,playlist_1
69,Other,Happy,9,Poor,1,Instrumental,Spanish,Meditation,playlist_1
54,Female,Tired,10,Fair,9,Nature Sounds,Other,Sleeping,playlist_2
66,Female,Happy,3,Good,7,Pop,Malayalam,Relaxation,playlist_1
30,Other,Happy,8,Good,10,Lo-fi,Other,Exercise,playlist_1
27,Female,Anxiety,1,Good,3,Pop,Tamil,Meditation,playlist_3
64,Female,Angry,8,Poor,2,Classical,Kannada,Relaxation,playlist_4
74,Female,Happy,7,Fair,3,Classical,English,Meditation,playlist_1
56,Female,Anxiety,8,Fair,7,Instrumental,Hindi,Sleeping,playlist_2
44,Male,Sad,1,Poor,5,Classical,Tamil,Studying,playlist_1
33,Male,Anxiety,6,Fair,3,Classical,Telugu,Sleeping,playlist_3
31,Male,Anxiety,7,Fair,9,Pop,Spanish,Exercise,playlist_3
70,Other,Anxiety,5,Good,2,Pop,English,Exercise,playlist_5
33,Female,Happy,5,Fair,7,Lo-fi,Spanish,Meditation,playlist_3
42,Female,Happy,7,Fair,10,Lo-fi,Hindi,Sleeping,playlist_2
72,Female,Sad,3,Poor,6,Classical,Tamil,Studying,playlist_1
69,Male,Tired,6,Poor,6,Nature Sounds,Malayalam,Exercise,playlist_5
40,Female,Tired,7,Good,7,Lo-fi,Kannada,Studying,playlist_1
51,Male,Tired,1,Poor,6,Classical,Spanish,Relaxation,playlist_5
40,Male,Sad,2,Good,2,Pop,Hindi,Meditation,playlist_2
67,Female,Tired,4,Good,5,Instrumental,Tamil,Studying,playlist_1
37,Female,Tired,8,Fair,3,Pop,Hindi,Meditation,playlist_5
23,Female,Anxiety,10,Good,9,Pop,Malayalam,Relaxation,playlist_3
26,Male,Happy,6,Fair,8,Instrumental,Tamil,Studying,playlist_1
67,Female,Happy,1,Good,10,Pop,Kannada,Studying,playlist_1
15,Male,Anxiety,10,Poor,2,Lo-fi,Hindi,Relaxation,playlist_3
72,Female,Anxiety,5,Poor,1,Pop,Spanish,Sleeping,playlist_3
72,Male,Anxiety,7,Poor,4,Instrumental,Tamil,Studying,playlist_1
15,Female,Happy,6,Good,4,Classical,Spanish,Studying,playlist_1
61,Male,Tired,9,Good,10,Classical,English,Exercise,playlist_5
48,Male,Anxiety,8,Fair,2,Classical,Telugu,Sleeping,playlist_2
46,Female,Sad,4,Fair,7,Instrumental,Malayalam,Studying,playlist_1
68,Female,Anxiety,5,Fair,3,Instrumental,Tamil,Relaxation,playlist_3
62,Female,Angry,7,Fair,7,Lo-fi,Spanish,Meditation,playlist_3
39,Female,Anxiety,8,Good,7,Instrumental,Other,Relaxation,playlist_3
54,Other,Happy,5,Good,1,Classical,Other,Sleeping,playlist_1
59,Other,Anxiety,9,Fair,6,Instrumental,Tamil,Exercise,playlist_3
67,Male,Angry,10,Good,4,Nature Sounds,Tamil,Exercise,playlist_4
15,Male,Sad,4,Good,8,Pop,Other,Exercise,playlist_5
30,Female,Tired,4,Good,8,Lo-fi,Hindi,Relaxation,playlist_5
53,Male,Anxiety,8,Good,3,Classical,Malayalam,Meditation,playlist_3
19,Male,Angry,1,Fair,4,Classical,Telugu,Meditation,playlist_4
36,Male,Angry,8,Fair,1,Nature Sounds,Malayalam,Studying,playlist_1
43,Male,Sad,5,Good,10,Lo-fi,Hindi,Meditation,playlist_3
69,Female,Happy,1,Poor,2,Pop,Spanish,Meditation,playlist_1
17,Male,Anxiety,4,Fair,7,Lo-fi,Tamil,Studying,playlist_1
26,Male,Angry,2,Fair,7,Lo-fi,Malayalam,Relaxation,playlist_4
40,Female,Sad,4,Poor,9,Classical,Tamil,Relaxation,playlist_2
30,Female,Tired,8,Fair,10,Instrumental,Telugu,Sleeping,playlist_2
65,Female,Angry,5,Poor,9,Pop,English,Relaxation,playlist_4
51,Male,Sad,1,Poor,9,Lo-fi,Hindi,Exercise,playlist_5
36,Male,Happy,7,Good,6,Nature Sounds,English,Exercise,playlist_1
71,Male,Happy,1,Fair,8,Classical,Malayalam,Sleeping,playlist_1
43,Male,Angry,9,Poor,9,Instrumental,Tamil,Meditation,playlist_3
28,Male,Angry,3,Good,7,Instrumental,Spanish,Sleeping,playlist_4
42,Female,Anxiety,3,Fair,4,Classical,Spanish,Studying,playlist_1
19,Prefer not to say,Sad,6,Good,4,Lo-fi,Tamil,Sleeping,playlist_2
61,Female,Angry,10,Good,6,Classical,Kannada,Sleeping,playlist_2
63,Female,Anxiety,6,Poor,4,Instrumental,Kannada,Exercise,playlist_3
44,Female,Anxiety,6,Fair,7,Instrumental,English,Studying,playlist_1
60,Female,Angry,1,Good,8,Nature Sounds,Kannada,Studying,playlist_1
66,Other,Happy,5,Poor,8,Nature Sounds,Spanish,Sleeping,playlist_1
19,Female,Sad,6,Poor,8,Instrumental,Malayalam,Studying,playlist_1
26,Male,Sad,8,Good,2,Nature Sounds,Other,Studying,playlist_1
30,Male,Happy,1,Good,10,Nature Sounds,Telugu,Relaxation,playlist_1
40,Female,Angry,5,Poor,2,Nature Sounds,Malayalam,Studying,playlist_1
40,Male,Sad,3,Good,2,Instrumental,English,Meditation,playlist_2
62,Other,Angry,2,Good,2,Lo-fi,Malayalam,Studying,playlist_1
35,Female,Angry,8,Fair,4,Lo-fi,Kannada,Exercise,playlist_4
53,Female,Anxiety,7,Poor,5,Pop,Kannada,Relaxation,playlist_3
50,Male,Happy,10,Good,4,Nature Sounds,Telugu,Exercise,playlist_1
47,Female,Angry,7,Poor,5,Lo-fi,Other,Exercise,playlist_4
44,Male,Tired,5,Fair,4,Pop,Malayalam,Meditation,playlist_5
51,Female,Happy,9,Poor,7,Classical,Telugu,Relaxation,playlist_1
37,Male,Sad,5,Poor,10,Nature Sounds,Spanish,Sleeping,playlist_2
72,Prefer not to say,Anxiety,2,Poor,1,Lo-fi,English,Studying,playlist_1
24,Female,Sad,3,Fair,1,Lo-fi,Hindi,Meditation,playlist_2
68,Female,Sad,4,Fair,2,Lo-fi,Other,Meditation,playlist_2
19,Other,Happy,5,Poor,1,Pop,Malayalam,Sleeping,playlist_1
50,Prefer not to say,Sad,3,Poor,10,Classical,Spanish,Meditation,playlist_3
48,Male,Angry,7,Fair,10,Nature Sounds,Spanish,Sleeping,playlist_2
66,Female,Sad,5,Good,3,Lo-fi,Malayalam,Sleeping,playlist_2
45,Male,Anxiety,5,Fair,6,Instrumental,Telugu,Sleeping,playlist_3
24,Female,Anxiety,6,Poor,10,Nature Sounds,Kannada,Meditation,playlist_3
72,Male,Tired,7,Good,6,Instrumental,English,Sleeping,playlist_2
33,Female,Anxiety,10,Good,1,Pop,Hindi,Meditation,playlist_3
72,Female,Sad,10,Good,6,Lo-fi,Malayalam,Relaxation,playlist_2
46,Female,Anxiety,8,Fair,5,Nature Sounds,English,Sleeping,playlist_2
15,Female,Happy,9,Fair,7,Nature Sounds,Kannada,Meditation,playlist_3
70,Female,Anxiety,4,Fair,6,Lo-fi,Other,Meditation,playlist_3
19,Male,Angry,5,Fair,7,Classical,Hindi,Meditation,playlist_3
59,Female,Happy,5,Poor,2,Pop,Hindi,Studying,playlist_1
18,Female,Tired,8,Good,1,Lo-fi,Spanish,Studying,playlist_1
30,Female,Angry,9,Poor,7,Nature Sounds,Telugu,Sleeping,playlist_2
38,Prefer not to say,Sad,7,Fair,9,Classical,Tamil,Relaxation,playlist_2
30,Male,Sad,5,Fair,2,Nature Sounds,Kannada,Sleeping,playlist_2
69,Female,Sad,3,Poor,7,Instrumental,Tamil,Exercise,playlist_5
16,Female,Angry,1,Good,3,Nature Sounds,Kannada,Exercise,playlist_5
63,Male,Angry,9,Good,6,Pop,English,Relaxation,playlist_4
42,Male,Angry,5,Fair,3,Lo-fi,Tamil,Relaxation,playlist_4
46,Female,Happy,9,Fair,10,Nature Sounds,Spanish,Relaxation,playlist_1
41,Male,Happy,10,Fair,5,Instrumental,Malayalam,Studying,playlist_1
34,Female,Sad,4,Fair,2,Instrumental,Other,Studying,playlist_1
38,Female,Anxiety,5,Good,8,Lo-fi,Spanish,Exercise,playlist_5
26,Female,Sad,4,Poor,8,Instrumental,Spanish,Relaxation,playlist_2
64,Female,Tired,2,Good,7,Lo-fi,Malayalam,Meditation,playlist_3
49,Female,Happy,1,Poor,6,Pop,Malayalam,Exercise,playlist_5
74,Male,Angry,8,Fair,1,Lo-fi,Hindi,Relaxation,playlist_4
47,Female,Happy,4,Fair,8,Classical,Telugu,Meditation,playlist_3
47,Female,Angry,5,Poor,1,Instrumental,Spanish,Relaxation,playlist_4
65,Male,Tired,6,Fair,8,Instrumental,Kannada,Sleeping,playlist_5
57,Prefer not to say,Tired,8,Good,2,Nature Sounds,Telugu,Meditation,playlist_5
51,Female,Happy,8,Fair,8,Classical,Kannada,Sleeping,playlist_2
26,Male,Angry,7,Fair,10,Nature Sounds,Malayalam,Studying,playlist_1
17,Female,Tired,4,Fair,4,Lo-fi,Hindi,Exercise,playlist_5
15,Female,Sad,6,Fair,7,Pop,Hindi,Relaxation,playlist_2
47,Male,Sad,4,Good,5,Instrumental,Hindi,Exercise,playlist_5
54,Female,Angry,7,Poor,8,Pop,Hindi,Relaxation,playlist_4
24,Female,Happy,1,Fair,6,Lo-fi,Spanish,Sleeping,playlist_1
57,Female,Tired,5,Fair,5,Lo-fi,Hindi,Meditation,playlist_5
58,Male,Happy,10,Good,1,Classical,Malayalam,Meditation,playlist_1
43,Male,Sad,10,Good,3,Nature Sounds,Telugu,Relaxation,playlist_2
27,Male,Tired,4,Good,10,Instrumental,English,Sleeping,playlist_5
26,Female,Happy,7,Fair,9,Instrumental,Tamil,Relaxation,playlist_1
45,Female,Anxiety,9,Poor,9,Pop,Telugu,Relaxation,playlist_3
60,Male,Angry,5,Good,5,Classical,Malayalam,Relaxation,playlist_4
16,Male,Angry,4,Good,3,Lo-fi,Other,Meditation,playlist_4
65,Female,Anxiety,9,Good,6,Classical,Tamil,Relaxation,playlist_3
64,Female,Sad,5,Poor,5,Instrumental,English,Meditation,playlist_2
49,Female,Tired,9,Fair,1,Nature Sounds,Kannada,Studying,playlist_1
37,Female,Angry,8,Fair,2,Pop,Spanish,Sleeping,playlist_2
31,Male,Anxiety,4,Fair,5,Lo-fi,English,Studying,playlist_1
40,Male,Anxiety,7,Good,9,Lo-fi,English,Relaxation,playlist_3
22,Male,Sad,5,Fair,4,Lo-fi,Other,Meditation,playlist_2
43,Female,Sad,10,Good,9,Nature Sounds,Malayalam,Sleeping,playlist_2
40,Male,Happy,4,Poor,3,Instrumental,Spanish,Exercise,playlist_5
24,Female,Angry,5,Poor,1,Instrumental,Kannada,Sleeping,playlist_4
40,Female,Happy,5,Fair,6,Classical,Tamil,Sleeping,playlist_1
48,Prefer not to say,Anxiety,9,Good,10,Classical,Spanish,Relaxation,playlist_3
65,Prefer not to say,Tired,9,Good,7,Instrumental,Hindi,Studying,playlist_1
55,Prefer not to say,Tired,6,Fair,4,Lo-fi,Other,Studying,playlist_1
21,Female,Sad,4,Poor,10,Nature Sounds,Kannada,Exercise,playlist_5
18,Female,Tired,2,Poor,5,Instrumental,Kannada,Relaxation,playlist_5
72,Female,Tired,3,Poor,4,Nature Sounds,English,Sleeping,playlist_5
67,Female,Tired,2,Poor,3,Pop,Kannada,Studying,playlist_1
64,Prefer not to say,Anxiety,5,Poor,1,Lo-fi,Spanish,Studying,playlist_1
59,Male,Tired,6,Fair,6,Pop,Telugu,Meditation,playlist_5
25,Male,Tired,5,Fair,10,Instrumental,Spanish,Sleeping,playlist_5
43,Female,Tired,2,Fair,5,Classical,Hindi,Relaxation,playlist_5
70,Female,Happy,5,Poor,1,Instrumental,Other,Studying,playlist_1
50,Female,Anxiety,9,Poor,5,Pop,Spanish,Relaxation,playlist_3
39,Female,Sad,4,Fair,6,Nature Sounds,English,Sleeping,playlist_2
35,Female,Happy,10,Fair,10,Instrumental,Tamil,Sleeping,playlist_2
71,Male,Angry,2,Poor,5,Classical,Tamil,Studying,playlist_1
50,Prefer not to say,Anxiety,3,Good,1,Pop,Tamil,Exercise,playlist_5
24,Male,Anxiety,3,Fair,5,Instrumental,Tamil,Relaxation,playlist_3
51,Male,Angry,9,Poor,10,Pop,Tamil,Relaxation,playlist_4
23,Female,Angry,4,Poor,1,Pop,English,Meditation,playlist_4
38,Male,Angry,1,Fair,3,Lo-fi,Telugu,Sleeping,playlist_4
49,Male,Sad,1,Good,2,Nature Sounds,Telugu,Sleeping,playlist_2
63,Male,Tired,7,Poor,1,Lo-fi,Tamil,Studying,playlist_1
49,Male,Anxiety,7,Fair,4,Pop,Telugu,Studying,playlist_1
62,Female,Tired,2,Poor,2,Classical,Hindi,Studying,playlist_1
50,Male,Tired,9,Poor,5,Classical,Telugu,Meditation,playlist_5
32,Female,Angry,9,Poor,10,Lo-fi,Spanish,Exercise,playlist_4
